actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Clint Eastwood,Courtney B. Vance,William Devane,Clint Eastwood,Action|Adventure|Thriller,space cowbo,Clint Eastwood Courtney B. Vance William Devane Clint Eastwood Action|Adventure|Thriller
Sylvester Stallone,Leon,Janine Turner,Renny Harlin,Action|Adventure|Thriller,cliffhang,Sylvester Stallone Leon Janine Turner Renny Harlin Action|Adventure|Thriller
Delroy Lindo,Samantha Mathis,Bob Gunton,John Woo,Action|Crime|Thriller,broken arr,Delroy Lindo Samantha Mathis Bob Gunton John Woo Action|Crime|Thriller
Bruce Willis,Lily Tomlin,Daniel von Bargen,Jon Turteltaub,Comedy|Family|Fantasy,the k,Bruce Willis Lily Tomlin Daniel von Bargen Jon Turteltaub Comedy|Family|Fantasy
Nicolas Cage,Jay Hernandez,Armando Riesco,Oliver Stone,Drama|History|Thriller,world trade cent,Nicolas Cage Jay Hernandez Armando Riesco Oliver Stone Drama|History|Thriller
Julia Roberts,Kirsten Dunst,Marian Seldes,Mike Newell,Drama,mona lisa smi,Julia Roberts Kirsten Dunst Marian Seldes Mike Newell Drama
Sayed Badreya,Aasif Mandvi,Horatio Sanz,Larry Charles,Comedy|Romance,the dictat,Sayed Badreya Aasif Mandvi Horatio Sanz Larry Charles Comedy|Romance
Tom Cruise,Vinessa Shaw,Sydney Pollack,Stanley Kubrick,Drama|Mystery|Thriller,eyes wide sh,Tom Cruise Vinessa Shaw Sydney Pollack Stanley Kubrick Drama|Mystery|Thriller
Quvenzhané Wallis,Dorian Missick,David Zayas,Will Gluck,Comedy|Drama|Family|Musical,ann,Quvenzhané Wallis Dorian Missick David Zayas Will Gluck Comedy|Drama|Family|Musical
Will Smith,Adrian Martinez,Gerald McRaney,Glenn Ficarra,Comedy|Crime|Drama|Romance,foc,Will Smith Adrian Martinez Gerald McRaney Glenn Ficarra Comedy|Crime|Drama|Romance
Tom Hardy,Abigail Spencer,Warren Christie,McG,Action|Comedy|Romance,this means w,Tom Hardy Abigail Spencer Warren Christie McG Action|Comedy|Romance
Ryan Reynolds,Natasha Lyonne,John Michael Higgins,David S. Goyer,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,blade: trini,Ryan Reynolds Natasha Lyonne John Michael Higgins David S. Goyer Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller
Lea Thompson,Jennifer Grey,William Smith,John Milius,Action|Drama|War,red da,Lea Thompson Jennifer Grey William Smith John Milius Action|Drama|War
Maura Tierney,Adrian Lester,Paul Guilfoyle,Mike Nichols,Comedy|Drama,primary colo,Maura Tierney Adrian Lester Paul Guilfoyle Mike Nichols Comedy|Drama
Milla Jovovich,Boris Kodjoe,Bingbing Li,Paul W.S. Anderson,Action|Horror|Sci-Fi|Thriller,resident evil: retributi,Milla Jovovich Boris Kodjoe Bingbing Li Paul W.S. Anderson Action|Horror|Sci-Fi|Thriller
Jason Statham,Max Ryan,Joan Allen,Paul W.S. Anderson,Action|Sci-Fi|Thriller,death ra,Jason Statham Max Ryan Joan Allen Paul W.S. Anderson Action|Sci-Fi|Thriller
Melina Kanakaredes,Craig Bierko,Yvonne Zima,Renny Harlin,Action|Crime|Drama|Mystery|Thriller,the long kiss goodnig,Melina Kanakaredes Craig Bierko Yvonne Zima Renny Harlin Action|Crime|Drama|Mystery|Thriller
Pamela Reed,Alun Armstrong,Michael Kitchen,Taylor Hackford,Action|Drama|Thriller,proof of li,Pamela Reed Alun Armstrong Michael Kitchen Taylor Hackford Action|Drama|Thriller
Kristen Stewart,Josh Hutcherson,Jonah Bobo,Jon Favreau,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,zathura: a space adventu,Kristen Stewart Josh Hutcherson Jonah Bobo Jon Favreau Action|Adventure|Comedy|Family|Fantasy|Sci-Fi
Brad Pitt,Meat Loaf,Eugenie Bondurant,David Fincher,Drama,fight cl,Brad Pitt Meat Loaf Eugenie Bondurant David Fincher Drama
Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,McG,Drama|Sport,we are marsha,Matthew McConaughey Kimberly Williams-Paisley Brian Geraghty McG Drama|Sport
Jason Flemyng,James Nesbitt,Frances O'Connor,uknown,Crime|Drama|Mystery,the missing          ,Jason Flemyng James Nesbitt Frances O'Connor uknown Crime|Drama|Mystery
Bruce Willis,James Coburn,Richard E. Grant,Michael Lehmann,Action|Adventure|Comedy,hudson ha,Bruce Willis James Coburn Richard E. Grant Michael Lehmann Action|Adventure|Comedy
Michael Rapaport,Michael Moore,Richard Schiff,Nora Ephron,Comedy|Crime,lucky numbe,Michael Rapaport Michael Moore Richard Schiff Nora Ephron Comedy|Crime
Caitlin Stasey,Kevin Grevioux,Miranda Otto,Stuart Beattie,Action|Fantasy|Sci-Fi|Thriller,"i, frankenste",Caitlin Stasey Kevin Grevioux Miranda Otto Stuart Beattie Action|Fantasy|Sci-Fi|Thriller
Ian McNeice,Barney Clark,Tony Noble,Roman Polanski,Crime|Drama,oliver twi,Ian McNeice Barney Clark Tony Noble Roman Polanski Crime|Drama
Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,Rob Bowman,Action|Crime|Fantasy|Thriller,elekt,Jennifer Garner Cary-Hiroyuki Tagawa Goran Visnjic Rob Bowman Action|Crime|Fantasy|Thriller
Joseph Gordon-Levitt,Bruce Willis,Eva Green,Frank Miller,Action|Crime|Thriller,sin city: a dame to kill f,Joseph Gordon-Levitt Bruce Willis Eva Green Frank Miller Action|Crime|Thriller
Harrison Ford,Kristin Scott Thomas,Bill Cobbs,Sydney Pollack,Drama|Mystery|Romance,random hear,Harrison Ford Kristin Scott Thomas Bill Cobbs Sydney Pollack Drama|Mystery|Romance
Michael Kelly,Martin Henderson,Tom Goodman-Hill,Baltasar Kormákur,Adventure|Biography|Drama|History|Sport|Thriller,evere,Michael Kelly Martin Henderson Tom Goodman-Hill Baltasar Kormákur Adventure|Biography|Drama|History|Sport|Thriller
Michael Smiley,David Calder,Simon Chandler,Tom Tykwer,Crime|Drama|Fantasy,perfume: the story of a murder,Michael Smiley David Calder Simon Chandler Tom Tykwer Crime|Drama|Fantasy
Verne Troyer,Josh Zuckerman,Robert Wagner,Jay Roach,Action|Comedy|Crime,austin powers in goldmemb,Verne Troyer Josh Zuckerman Robert Wagner Jay Roach Action|Comedy|Crime
Nicolas Cage,Charlize Theron,Dee Bradley Baker,David Bowers,Action|Animation|Comedy|Family|Sci-Fi,astro b,Nicolas Cage Charlize Theron Dee Bradley Baker David Bowers Action|Animation|Comedy|Family|Sci-Fi
Wayne Knight,Ariana Richards,Bob Peck,Steven Spielberg,Adventure|Sci-Fi|Thriller,jurassic pa,Wayne Knight Ariana Richards Bob Peck Steven Spielberg Adventure|Sci-Fi|Thriller
Dennis Quaid,Catherine O'Hara,Isabella Rossellini,Lawrence Kasdan,Adventure|Biography|Crime|Drama|Western,wyatt ea,Dennis Quaid Catherine O'Hara Isabella Rossellini Lawrence Kasdan Adventure|Biography|Crime|Drama|Western
Harrison Ford,Dean Jones,Raymond Cruz,Phillip Noyce,Action|Crime|Drama|Thriller,clear and present dang,Harrison Ford Dean Jones Raymond Cruz Phillip Noyce Action|Crime|Drama|Thriller
Si Won Choi,Peng Lin,Sung-jun Yoo,Daniel Lee,Action|Adventure|Drama|History,dragon bla,Si Won Choi Peng Lin Sung-jun Yoo Daniel Lee Action|Adventure|Drama|History
Chazz Palminteri,Brittany Daniel,John Witherspoon,Keenen Ivory Wayans,Comedy|Crime,littlem,Chazz Palminteri Brittany Daniel John Witherspoon Keenen Ivory Wayans Comedy|Crime
Matthew McConaughey,Thomas Kretschmann,David Keith,Jonathan Mostow,Action|War,u-5,Matthew McConaughey Thomas Kretschmann David Keith Jonathan Mostow Action|War
Shawna Waldron,Samantha Mathis,Wendie Malick,Rob Reiner,Comedy|Drama|Romance,the american preside,Shawna Waldron Samantha Mathis Wendie Malick Rob Reiner Comedy|Drama|Romance
Justin Timberlake,Romany Malco,Verne Troyer,Marco Schnabel,Comedy|Romance|Sport,the love gu,Justin Timberlake Romany Malco Verne Troyer Marco Schnabel Comedy|Romance|Sport
Jon Lovitz,Bokeem Woodbine,Ice-T,Demian Lichtenstein,Action|Comedy|Crime|Thriller,3000 miles to gracela,Jon Lovitz Bokeem Woodbine Ice-T Demian Lichtenstein Action|Comedy|Crime|Thriller
Craig Stark,Jennifer Jason Leigh,Zoë Bell,Quentin Tarantino,Crime|Drama|Mystery|Thriller|Western,the hateful eig,Craig Stark Jennifer Jason Leigh Zoë Bell Quentin Tarantino Crime|Drama|Mystery|Thriller|Western
Will Ferrell,Amy Poehler,Jon Heder,Josh Gordon,Comedy|Sport,blades of glo,Will Ferrell Amy Poehler Jon Heder Josh Gordon Comedy|Sport
Gary Cole,Elizabeth Perkins,Chelsea Handler,Tim Hill,Adventure|Animation|Comedy|Family|Fantasy,h,Gary Cole Elizabeth Perkins Chelsea Handler Tim Hill Adventure|Animation|Comedy|Family|Fantasy
Gerard Butler,Michael Fassbender,Vincent Regan,Zack Snyder,Action|Drama|Fantasy|War,3,Gerard Butler Michael Fassbender Vincent Regan Zack Snyder Action|Drama|Fantasy|War
Robert De Niro,Blythe Danner,Teri Polo,Jay Roach,Comedy|Romance,meet the focke,Robert De Niro Blythe Danner Teri Polo Jay Roach Comedy|Romance
Eric Dane,Kathleen Turner,Haley Bennett,David Frankel,Comedy|Drama|Family,marley & ,Eric Dane Kathleen Turner Haley Bennett David Frankel Comedy|Drama|Family
Tom Hanks,Jeffrey DeMunn,Michael Jeter,Frank Darabont,Crime|Drama|Fantasy|Mystery,the green mi,Tom Hanks Jeffrey DeMunn Michael Jeter Frank Darabont Crime|Drama|Fantasy|Mystery
Jill Hennessy,Tichina Arnold,Drew Sidora,Walt Becker,Action|Adventure|Comedy,wild ho,Jill Hennessy Tichina Arnold Drew Sidora Walt Becker Action|Adventure|Comedy
Catherine O'Hara,Fred Willard,Amy Sedaris,Mark Dindal,Adventure|Animation|Comedy|Family|Sci-Fi,chicken litt,Catherine O'Hara Fred Willard Amy Sedaris Mark Dindal Adventure|Animation|Comedy|Family|Sci-Fi
Patrick Fugit,Sela Ward,Emily Ratajkowski,David Fincher,Crime|Drama|Mystery|Thriller,gone gi,Patrick Fugit Sela Ward Emily Ratajkowski David Fincher Crime|Drama|Mystery|Thriller
Matt Damon,Josh Hamilton,Nicky Naudé,Doug Liman,Action|Mystery|Thriller,the bourne identi,Matt Damon Josh Hamilton Nicky Naudé Doug Liman Action|Mystery|Thriller
Izabella Scorupco,Joe Don Baker,Tchéky Karyo,Martin Campbell,Action|Adventure|Thriller,goldene,Izabella Scorupco Joe Don Baker Tchéky Karyo Martin Campbell Action|Adventure|Thriller
Daniel von Bargen,Timothy Hutton,Clarence Williams III,Simon West,Drama|Mystery|Thriller,the general's daught,Daniel von Bargen Timothy Hutton Clarence Williams III Simon West Drama|Mystery|Thriller
Natascha McElhone,Noah Emmerich,Peter Krause,Peter Weir,Comedy|Drama|Sci-Fi,the truman sh,Natascha McElhone Noah Emmerich Peter Krause Peter Weir Comedy|Drama|Sci-Fi
Martin Short,Aria Noelle Curzon,Eden Riegel,Brenda Chapman,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,the prince of egy,Martin Short Aria Noelle Curzon Eden Riegel Brenda Chapman Adventure|Animation|Biography|Drama|Family|Fantasy|Musical
Anjelica Huston,Lisa Edelstein,Jeff Garlin,Steve Carr,Comedy|Family,daddy day ca,Anjelica Huston Lisa Edelstein Jeff Garlin Steve Carr Comedy|Family
Denzel Washington,Patrick Fischler,Fred Ward,Baltasar Kormákur,Action|Comedy|Crime|Drama|Thriller,2 gu,Denzel Washington Patrick Fischler Fred Ward Baltasar Kormákur Action|Comedy|Crime|Drama|Thriller
Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,Lawrence Guterman,Action|Comedy|Family|Fantasy,cats & do,Carol Ann Susi Elizabeth Perkins Miriam Margolyes Lawrence Guterman Action|Comedy|Family|Fantasy
Jason Statham,Charlize Theron,Jimmy Shubert,F. Gary Gray,Action|Crime|Thriller,the italian j,Jason Statham Charlize Theron Jimmy Shubert F. Gary Gray Action|Crime|Thriller
Dorian Missick,Alicia Witt,Dana Ivey,Marc Lawrence,Comedy|Romance,two weeks noti,Dorian Missick Alicia Witt Dana Ivey Marc Lawrence Comedy|Romance
Sylvester Stallone,Woody Allen,Anne Bancroft,Eric Darnell,Adventure|Animation|Comedy|Family,an,Sylvester Stallone Woody Allen Anne Bancroft Eric Darnell Adventure|Animation|Comedy|Family
Jon Favreau,Kristin Davis,Tasha Smith,Peter Billingsley,Comedy,couples retre,Jon Favreau Kristin Davis Tasha Smith Peter Billingsley Comedy
Tom Cruise,Robert Duvall,Randy Quaid,Tony Scott,Action|Drama|Sport,days of thund,Tom Cruise Robert Duvall Randy Quaid Tony Scott Action|Drama|Sport
Taylor Lautner,Tom Welling,Alyson Stoner,Adam Shankman,Adventure|Comedy|Family,cheaper by the dozen,Taylor Lautner Tom Welling Alyson Stoner Adam Shankman Adventure|Comedy|Family
Ki Hong Lee,Lili Taylor,Rosa Salazar,Wes Ball,Action|Sci-Fi|Thriller,the scorch tria,Ki Hong Lee Lili Taylor Rosa Salazar Wes Ball Action|Sci-Fi|Thriller
James Franco,Julia Roberts,Billy Crudup,Ryan Murphy,Drama|Romance,eat pray lo,James Franco Julia Roberts Billy Crudup Ryan Murphy Drama|Romance
Nicolas Cage,Don Cheadle,Amber Valletta,Brett Ratner,Comedy|Drama|Fantasy|Romance,the family m,Nicolas Cage Don Cheadle Amber Valletta Brett Ratner Comedy|Drama|Fantasy|Romance
Bruce Willis,Morgan Freeman,Jaqueline Fleming,Robert Schwentke,Action|Comedy|Crime|Thriller,r,Bruce Willis Morgan Freeman Jaqueline Fleming Robert Schwentke Action|Comedy|Crime|Thriller
Al Pacino,Dennis Quaid,LL Cool J,Oliver Stone,Drama|Sport,any given sund,Al Pacino Dennis Quaid LL Cool J Oliver Stone Drama|Sport
Scarlett Johansson,Kristin Scott Thomas,Jessalyn Gilsig,Robert Redford,Drama|Romance|Western,the horse whisper,Scarlett Johansson Kristin Scott Thomas Jessalyn Gilsig Robert Redford Drama|Romance|Western
Tom Cruise,Jada Pinkett Smith,Debi Mazar,Michael Mann,Crime|Drama|Thriller,collater,Tom Cruise Jada Pinkett Smith Debi Mazar Michael Mann Crime|Drama|Thriller
Dwayne Johnson,Roger Rees,Bernard Hill,Chuck Russell,Action|Adventure|Fantasy|Thriller,the scorpion ki,Dwayne Johnson Roger Rees Bernard Hill Chuck Russell Action|Adventure|Fantasy|Thriller
Billy Burke,Jay Hernandez,Jacinda Barrett,Jay Russell,Action|Drama|Thriller,ladder ,Billy Burke Jay Hernandez Jacinda Barrett Jay Russell Action|Drama|Thriller
Tom Cruise,Robert Duvall,David Oyelowo,Christopher McQuarrie,Action|Crime|Mystery|Thriller,jack reach,Tom Cruise Robert Duvall David Oyelowo Christopher McQuarrie Action|Crime|Mystery|Thriller
LL Cool J,Michael Rapaport,Saffron Burrows,Renny Harlin,Action|Sci-Fi|Thriller,deep blue s,LL Cool J Michael Rapaport Saffron Burrows Renny Harlin Action|Sci-Fi|Thriller
Misha Gabriel Hamilton,Mekia Cox,Judith Hill,Kenny Ortega,Documentary|Music,this is ,Misha Gabriel Hamilton Mekia Cox Judith Hill Kenny Ortega Documentary|Music
Matt Damon,Monique Gabriela Curnen,Griffin Kane,Steven Soderbergh,Drama|Thriller,contagi,Matt Damon Monique Gabriela Curnen Griffin Kane Steven Soderbergh Drama|Thriller
Estella Warren,Dyan Cannon,Bill Hunter,David McNally,Action|Adventure|Comedy|Crime,kangaroo ja,Estella Warren Dyan Cannon Bill Hunter David McNally Action|Adventure|Comedy|Crime
Jennifer Saunders,Dawn French,John Hodgman,Henry Selick,Animation|Family|Fantasy,corali,Jennifer Saunders Dawn French John Hodgman Henry Selick Animation|Family|Fantasy
Zooey Deschanel,Alan Ruck,Kristen Connolly,M. Night Shyamalan,Sci-Fi|Thriller,the happeni,Zooey Deschanel Alan Ruck Kristen Connolly M. Night Shyamalan Sci-Fi|Thriller
Denzel Washington,Radha Mitchell,Giancarlo Giannini,Tony Scott,Action|Crime|Drama|Thriller,man on fi,Denzel Washington Radha Mitchell Giancarlo Giannini Tony Scott Action|Crime|Drama|Thriller
Robert Downey Jr.,Joel David Moore,Kristin Davis,Brian Robbins,Comedy|Family|Fantasy,the shaggy d,Robert Downey Jr. Joel David Moore Kristin Davis Brian Robbins Comedy|Family|Fantasy
Snoop Dogg,Carmen Electra,Fred Williamson,Todd Phillips,Comedy|Crime,starsky & hut,Snoop Dogg Carmen Electra Fred Williamson Todd Phillips Comedy|Crime
Jim Belushi,Harvey Korman,Jake Lloyd,Brian Levant,Comedy|Family,jingle all the w,Jim Belushi Harvey Korman Jake Lloyd Brian Levant Comedy|Family
James Babson,Rupert Evans,Brian Steele,Guillermo del Toro,Action|Fantasy|Horror|Sci-Fi,hellb,James Babson Rupert Evans Brian Steele Guillermo del Toro Action|Fantasy|Horror|Sci-Fi
Robert Duvall,Kathleen Quinlan,Sydney Pollack,Steven Zaillian,Drama,a civil acti,Robert Duvall Kathleen Quinlan Sydney Pollack Steven Zaillian Drama
Anna Kendrick,Kodi Smit-McPhee,Elaine Stritch,Chris Butler,Adventure|Animation|Comedy|Family|Fantasy,paranorm,Anna Kendrick Kodi Smit-McPhee Elaine Stritch Chris Butler Adventure|Animation|Comedy|Family|Fantasy
J.K. Simmons,Bruce Willis,Sophie Okonedo,Michael Caton-Jones,Action|Adventure|Crime|Thriller,the jack,J.K. Simmons Bruce Willis Sophie Okonedo Michael Caton-Jones Action|Adventure|Crime|Thriller
Ivana Milicevic,Joe Morton,Callum Rennie,John Woo,Action|Mystery|Sci-Fi|Thriller,payche,Ivana Milicevic Joe Morton Callum Rennie John Woo Action|Mystery|Sci-Fi|Thriller
Joe Mantegna,Stockard Channing,Raymond Cruz,Jon Avnet,Drama|Romance,up close & person,Joe Mantegna Stockard Channing Raymond Cruz Jon Avnet Drama|Romance
Emma Watson,Matthew Broderick,Frank Langella,Sam Fell,Adventure|Animation|Comedy|Family|Fantasy,the tale of desperea,Emma Watson Matthew Broderick Frank Langella Sam Fell Adventure|Animation|Comedy|Family|Fantasy
Bianca Kajlich,Oliver Hudson,Adhir Kalyan,uknown,Comedy|Romance,rules of engagement          ,Bianca Kajlich Oliver Hudson Adhir Kalyan uknown Comedy|Romance
Romany Malco,Debi Mazar,Ritchie Coster,Kevin Donovan,Action|Comedy|Sci-Fi,the tuxe,Romany Malco Debi Mazar Ritchie Coster Kevin Donovan Action|Comedy|Sci-Fi
Peter Greene,Brenda Bakke,Patrick Kilpatrick,Geoff Murphy,Action|Thriller,under siege 2: dark territo,Peter Greene Brenda Bakke Patrick Kilpatrick Geoff Murphy Action|Thriller
Colm Feore,Nonso Anozie,Gemma Chan,Kenneth Branagh,Action|Drama|Thriller,jack ryan: shadow recru,Colm Feore Nonso Anozie Gemma Chan Kenneth Branagh Action|Drama|Thriller
Jennifer Lawrence,Robert De Niro,Bradley Cooper,David O. Russell,Biography|Comedy|Drama,j,Jennifer Lawrence Robert De Niro Bradley Cooper David O. Russell Biography|Comedy|Drama
Gerard Butler,Radha Mitchell,Julian Kostov,Babak Najafi,Action|Crime|Drama|Thriller,london has fall,Gerard Butler Radha Mitchell Julian Kostov Babak Najafi Action|Crime|Drama|Thriller
Gary Dourdan,Michael Wincott,Raymond Cruz,Jean-Pierre Jeunet,Action|Horror|Sci-Fi,alien: resurrecti,Gary Dourdan Michael Wincott Raymond Cruz Jean-Pierre Jeunet Action|Horror|Sci-Fi
Tate Donovan,Ned Beatty,Louis Ferreira,Antoine Fuqua,Action|Crime|Drama|Mystery|Thriller,shoot,Tate Donovan Ned Beatty Louis Ferreira Antoine Fuqua Action|Crime|Drama|Mystery|Thriller
Isaac Hempstead Wright,Dee Bradley Baker,Tracy Morgan,Graham Annable,Adventure|Animation|Comedy|Family|Fantasy,the boxtrol,Isaac Hempstead Wright Dee Bradley Baker Tracy Morgan Graham Annable Adventure|Animation|Comedy|Family|Fantasy
Goran Visnjic,Dianne Wiest,Stockard Channing,Griffin Dunne,Comedy|Drama|Fantasy|Romance,practical mag,Goran Visnjic Dianne Wiest Stockard Channing Griffin Dunne Comedy|Drama|Fantasy|Romance
Morgan Freeman,Will Ferrell,Alison Brie,Phil Lord,Action|Adventure|Animation|Comedy|Family|Fantasy,the lego mov,Morgan Freeman Will Ferrell Alison Brie Phil Lord Action|Adventure|Animation|Comedy|Family|Fantasy
Eileen Brennan,Diedrich Bader,Treat Williams,John Pasquin,Action|Comedy|Crime,miss congeniality 2: armed and fabulo,Eileen Brennan Diedrich Bader Treat Williams John Pasquin Action|Comedy|Crime
Christian Bale,Gerard Butler,Matthew McConaughey,Rob Bowman,Action|Adventure|Fantasy|Sci-Fi|Thriller,reign of fi,Christian Bale Gerard Butler Matthew McConaughey Rob Bowman Action|Adventure|Fantasy|Sci-Fi|Thriller
Ryan Gosling,Brandon Molale,Wade Williams,Ruben Fleischer,Action|Crime|Drama|Thriller,gangster squ,Ryan Gosling Brandon Molale Wade Williams Ruben Fleischer Action|Crime|Drama|Thriller
Olivia Wilde,Oliver Platt,Xander Berkeley,Harold Ramis,Adventure|Comedy,year o,Olivia Wilde Oliver Platt Xander Berkeley Harold Ramis Adventure|Comedy
Matt Damon,Morgan Freeman,Leleti Khumalo,Clint Eastwood,Biography|Drama|History|Sport,invict,Matt Damon Morgan Freeman Leleti Khumalo Clint Eastwood Biography|Drama|History|Sport
Robin Wright,Harry Lennix,Michael Weston,Kevin Macdonald,Crime|Drama|Mystery|Thriller,state of pl,Robin Wright Harry Lennix Michael Weston Kevin Macdonald Crime|Drama|Mystery|Thriller
Julia Roberts,Tom Wilkinson,Denis O'Hare,Tony Gilroy,Comedy|Crime|Romance|Thriller,duplici,Julia Roberts Tom Wilkinson Denis O'Hare Tony Gilroy Comedy|Crime|Romance|Thriller
Steven Anthony Lawrence,Ray Walston,Michael Lerner,Donald Petrie,Comedy|Family|Sci-Fi,my favorite marti,Steven Anthony Lawrence Ray Walston Michael Lerner Donald Petrie Comedy|Family|Sci-Fi
Blair Brown,David Rasche,Martin Donovan,Clark Johnson,Action|Crime|Thriller,the sentin,Blair Brown David Rasche Martin Donovan Clark Johnson Action|Crime|Thriller
Dwayne Johnson,Gary Oldman,James Corden,Jorge Blanco,Adventure|Animation|Comedy|Family|Sci-Fi,planet ,Dwayne Johnson Gary Oldman James Corden Jorge Blanco Adventure|Animation|Comedy|Family|Sci-Fi
Tom Hardy,LeVar Burton,Jonathan Frakes,Stuart Baird,Action|Adventure|Sci-Fi|Thriller,star trek: nemes,Tom Hardy LeVar Burton Jonathan Frakes Stuart Baird Action|Adventure|Sci-Fi|Thriller
Cedric the Entertainer,Paul Adelstein,Julia Duffy,Joel Coen,Comedy|Crime|Romance,intolerable cruel,Cedric the Entertainer Paul Adelstein Julia Duffy Joel Coen Comedy|Crime|Romance
